#,Name,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,First Ability,Second Ability,Hidden Ability,Group 1,Group 2
711,Gourgeist Super Size,Ghost,Grass,494,85,100,122,58,75,54,6,Pickup,Frisk,Insomnia,Amorphous,
712,Bergmite,Ice,,304,55,69,85,32,35,28,6,Own Tempo,Ice Body,Sturdy,Mineral,Monster
713,Avalugg,Ice,,514,95,117,184,44,46,28,6,Own Tempo,Ice Body,Sturdy,Mineral,Monster
714,Noibat,Flying,Dragon,245,40,30,35,45,40,55,6,Frisk,Infiltrator,Telepathy,Flying,Dragon
715,Noivern,Flying,Dragon,535,85,70,80,97,80,123,6,Frisk,Infiltrator,Telepathy,Flying,Dragon
716,Xerneas,Fairy,,680,126,131,95,131,98,99,6,Fairy Aura,,,Undiscovered,
717,Yveltal,Dark,Flying,680,126,131,95,131,98,99,6,Dark Aura,,,Undiscovered,
718,Zygarde 50% Forme,Dragon,Ground,600,108,100,121,81,95,95,6,Aura Break,Power Construct,,Undiscovered,
718,Zygarde 10% Forme,Dragon,Ground,486,54,100,71,61,85,115,6,Aura Break,Power Construct,,Undiscovered,
718,Zygarde Complete Forme,Dragon,Ground,708,216,100,121,91,95,85,6,Power Construct,,,Undiscovered,
719,Diancie,Rock,Fairy,600,50,100,150,100,150,50,6,Clear Body,,,Undiscovered,
719,Diancie Mega Diancie,Rock,Fairy,700,50,160,110,160,110,110,6,Magic Bounce,,,Undiscovered,
720,Hoopa Hoopa Confined,Psychic,Ghost,600,80,110,60,150,130,70,6,Magician,,,Undiscovered,
720,Hoopa Hoopa Unbound,Psychic,Dark,680,80,160,60,170,130,80,6,Magician,,,Undiscovered,
721,Volcanion,Fire,Water,600,80,110,120,130,90,70,6,Water Absorb,,,Undiscovered,
722,Rowlet,Grass,Flying,320,68,55,55,50,50,42,7,Overgrow,,Long Reach,Flying,
723,Dartrix,Grass,Flying,420,78,75,75,70,70,52,7,Overgrow,,Long Reach,Flying,
724,Decidueye,Grass,Ghost,530,78,107,75,100,100,70,7,Overgrow,,Long Reach,Flying,
725,Litten,Fire,,320,45,65,40,60,40,70,7,Blaze,,Intimidate,Field,
726,Torracat,Fire,,420,65,85,50,80,50,90,7,Blaze,,Intimidate,Field,
727,Incineroar,Fire,Dark,530,95,115,90,80,90,60,7,Blaze,,Intimidate,Field,
728,Popplio,Water,,320,50,54,54,66,56,40,7,Torrent,,Liquid Voice,Water 1,Field
729,Brionne,Water,,420,60,69,69,91,81,50,7,Torrent,,Liquid Voice,Water 1,Field
730,Primarina,Water,Fairy,530,80,74,74,126,116,60,7,Torrent,,Liquid Voice,Water 1,Field
731,Pikipek,Normal,Flying,265,35,75,30,30,30,65,7,Keen Eye,Skill Link,Pickup,Flying,
732,Trumbeak,Normal,Flying,355,55,85,50,40,50,75,7,Keen Eye,Skill Link,Pickup,Flying,
733,Toucannon,Normal,Flying,485,80,120,75,75,75,60,7,Keen Eye,Skill Link,Sheer Force,Flying,
734,Yungoos,Normal,,253,48,70,30,30,30,45,7,Stakeout,Strong Jaw,Adaptability,Field,
735,Gumshoos,Normal,,418,88,110,60,55,60,45,7,Stakeout,Strong Jaw,Adaptability,Field,
736,Grubbin,Bug,,300,47,62,45,55,45,46,7,Swarm,,,Bug,
737,Charjabug,Bug,Electric,400,57,82,95,55,75,36,7,Battery,,,Bug,
738,Vikavolt,Bug,Electric,500,77,70,90,145,75,43,7,Levitate,,,Bug,
739,Crabrawler,Fighting,,338,47,82,57,42,47,63,7,Hyper Cutter,Iron Fist,Anger Point,Water 3,
740,Crabominable,Fighting,Ice,478,97,132,77,62,67,43,7,Hyper Cutter,Iron Fist,Anger Point,Water 3,
741,Oricorio Baile Style,Fire,Flying,476,75,70,70,98,70,93,7,Dancer,,,Flying,
741,Oricorio Pom-Pom Style,Electric,Flying,476,75,70,70,98,70,93,7,Dancer,,,Flying,
741,Oricorio Pa'u Style,Psychic,Flying,476,75,70,70,98,70,93,7,Dancer,,,Flying,
741,Oricorio Sensu Style,Ghost,Flying,476,75,70,70,98,70,93,7,Dancer,,,Flying,
742,Cutiefly,Bug,Fairy,304,40,45,40,55,40,84,7,Honey Gather,Shield Dust,Sweet Veil,Fairy,Bug
743,Ribombee,Bug,Fairy,464,60,55,60,95,70,124,7,Honey Gather,Shield Dust,Sweet Veil,Fairy,Bug
744,Rockruff,Rock,,280,45,65,40,30,40,60,7,Keen Eye,Vital Spirit,Steadfast,Field,
744,Rockruff Own Tempo Rockruff,Rock,,280,45,65,40,30,40,60,7,Own Tempo,,,Field,
745,Lycanroc Midday Form,Rock,,487,75,115,65,55,65,112,7,Keen Eye,Sand Rush,Steadfast,Field,
745,Lycanroc Midnight Form,Rock,,487,85,115,75,55,75,82,7,Keen Eye,Vital Spirit,No Guard,Field,
745,Lycanroc Dusk Form,Rock,,487,75,117,65,55,65,110,7,Tough Claws,,,Field,
746,Wishiwashi Solo Form,Water,,175,45,20,20,25,25,40,7,Schooling,,,Water 2,
746,Wishiwashi School Form,Water,,620,45,140,130,140,135,30,7,Schooling,,,Water 2,
747,Mareanie,Poison,Water,305,50,53,62,43,52,45,7,Merciless,Limber,Regenerator,Water 1,
748,Toxapex,Poison,Water,495,50,63,152,53,142,35,7,Merciless,Limber,Regenerator,Water 1,
749,Mudbray,Ground,,385,70,100,70,45,55,45,7,Own Tempo,Stamina,Inner Focus,Field,
750,Mudsdale,Ground,,500,100,125,100,55,85,35,7,Own Tempo,Stamina,Inner Focus,Field,
751,Dewpider,Water,Bug,269,38,40,52,40,72,27,7,Water Bubble,,Water Absorb,Bug,Water 1
752,Araquanid,Water,Bug,454,68,70,92,50,132,42,7,Water Bubble,,Water Absorb,Bug,Water 1
753,Fomantis,Grass,,250,40,55,35,50,35,35,7,Leaf Guard,,Contrary,Grass,
754,Lurantis,Grass,,480,70,105,90,80,90,45,7,Leaf Guard,,Contrary,Grass,
755,Morelull,Grass,Fairy,285,40,35,55,65,75,15,7,Illuminate,Effect Spore,Rain Dish,Grass,
756,Shiinotic,Grass,Fairy,405,60,45,80,90,100,30,7,Illuminate,Effect Spore,Rain Dish,Grass,
757,Salandit,Poison,Fire,320,48,44,40,71,40,77,7,Corrosion,,Oblivious,Dragon,Monster
758,Salazzle,Poison,Fire,480,68,64,60,111,60,117,7,Corrosion,,Oblivious,Dragon,Monster
759,Stufful,Normal,Fighting,340,70,75,50,45,50,50,7,Fluffy,Klutz,Cute Charm,Field,
760,Bewear,Normal,Fighting,500,120,125,80,55,60,60,7,Fluffy,Klutz,Unnerve,Field,
761,Bounsweet,Grass,,210,42,30,38,30,38,32,7,Leaf Guard,Oblivious,Sweet Veil,Grass,
762,Steenee,Grass,,290,52,40,48,40,48,62,7,Leaf Guard,Oblivious,Sweet Veil,Grass,
763,Tsareena,Grass,,510,72,120,98,50,98,72,7,Leaf Guard,Queenly Majesty,Sweet Veil,Grass,
764,Comfey,Fairy,,485,51,52,90,82,110,100,7,Flower Veil,Triage,Natural Cure,Grass,
765,Oranguru,Normal,Psychic,490,90,60,80,90,110,60,7,Inner Focus,Telepathy,Symbiosis,Field,
766,Passimian,Fighting,,490,100,120,90,40,60,80,7,Receiver,,Defiant,Field,
767,Wimpod,Bug,Water,230,25,35,40,20,30,80,7,Wimp Out,,,Water 3,Bug
768,Golisopod,Bug,Water,530,75,125,140,60,90,40,7,Emergency Exit,,,Water 3,Bug
769,Sandygast,Ghost,Ground,320,55,55,80,70,45,15,7,Water Compaction,,Sand Veil,Amorphous,
770,Palossand,Ghost,Ground,480,85,75,110,100,75,35,7,Water Compaction,,Sand Veil,Amorphous,
771,Pyukumuku,Water,,410,55,60,130,30,130,5,7,Innards Out,,Unaware,Water 1,
772,Type: Null,Normal,,534,95,95,95,95,95,59,7,Battle Armor,,,Undiscovered,
773,Silvally,Normal,,570,95,95,95,95,95,95,7,RKS System,,,Undiscovered,
774,Minior Meteor Form,Rock,Flying,440,60,60,100,60,100,60,7,Shields Down,,,Mineral,
774,Minior Core Form,Rock,Flying,500,60,100,60,100,60,120,7,Shields Down,,,Mineral,
775,Komala,Normal,,480,65,115,65,75,95,65,7,Comatose,,,Field,
776,Turtonator,Fire,Dragon,485,60,78,135,91,85,36,7,Shell Armor,,,Dragon,Monster
777,Togedemaru,Electric,Steel,435,65,98,63,40,73,96,7,Iron Barbs,Lightning Rod,Sturdy,Fairy,Field
778,Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96,7,Disguise,,,Amorphous,
779,Bruxish,Water,Psychic,475,68,105,70,70,70,92,7,Dazzling,Strong Jaw,Wonder Skin,Water 2,
780,Drampa,Normal,Dragon,485,78,60,85,135,91,36,7,Berserk,Sap Sipper,Cloud Nine,Dragon,Monster
781,Dhelmise,Ghost,Grass,517,70,131,100,86,90,40,7,Steelworker,,,Mineral,
782,Jangmo-o,Dragon,,300,45,55,65,45,45,45,7,Bulletproof,Soundproof,Overcoat,Dragon,
783,Hakamo-o,Dragon,Fighting,420,55,75,90,65,70,65,7,Bulletproof,Soundproof,Overcoat,Dragon,
784,Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85,7,Bulletproof,Soundproof,Overcoat,Dragon,
785,Tapu Koko,Electric,Fairy,570,70,115,85,95,75,130,7,Electric Surge,,Telepathy,Undiscovered,
786,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95,7,Psychic Surge,,Telepathy,Undiscovered,
787,Tapu Bulu,Grass,Fairy,570,70,130,115,85,95,75,7,Grassy Surge,,Telepathy,Undiscovered,
788,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85,7,Misty Surge,,Telepathy,Undiscovered,
789,Cosmog,Psychic,,200,43,29,31,29,31,37,7,Unaware,,,Undiscovered,
790,Cosmoem,Psychic,,400,43,29,131,29,131,37,7,Sturdy,,,Undiscovered,
791,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,7,Full Metal Body,,,Undiscovered,
792,Lunala,Psychic,Ghost,680,137,113,89,137,107,97,7,Shadow Shield,,,Undiscovered,
793,Nihilego,Rock,Poison,570,109,53,47,127,131,103,7,Beast Boost,,,Undiscovered,
794,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79,7,Beast Boost,,,Undiscovered,
795,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,7,Beast Boost,,,Undiscovered,
796,Xurkitree,Electric,,570,83,89,71,173,71,83,7,Beast Boost,,,Undiscovered,
797,Celesteela,Steel,Flying,570,97,101,103,107,101,61,7,Beast Boost,,,Undiscovered,
798,Kartana,Grass,Steel,570,59,181,131,59,31,109,7,Beast Boost,,,Undiscovered,
799,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,7,Beast Boost,,,Undiscovered,
800,Necrozma,Psychic,,600,97,107,101,127,89,79,7,Prism Armor,,,Undiscovered,
800,Necrozma Dusk Mane Necrozma,Psychic,Steel,680,97,157,127,113,109,77,7,Prism Armor,,,Undiscovered,
800,Necrozma Dawn Wings Necrozma,Psychic,Ghost,680,97,113,109,157,127,77,7,Prism Armor,,,Undiscovered,
800,Necrozma Ultra Necrozma,Psychic,Dragon,754,97,167,97,167,97,129,7,Neuroforce,,,Undiscovered,
801,Magearna,Steel,Fairy,600,80,95,115,130,115,65,7,Soul-Heart,,,Undiscovered,
802,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,7,Technician,,,Undiscovered,
803,Poipole,Poison,,420,67,73,67,73,67,73,7,Beast Boost,,,Undiscovered,
804,Naganadel,Poison,Dragon,540,73,73,73,127,73,121,7,Beast Boost,,,Undiscovered,
805,Stakataka,Rock,Steel,570,61,131,211,53,101,13,7,Beast Boost,,,Undiscovered,
806,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107,7,Beast Boost,,,Undiscovered,
807,Zeraora,Electric,,600,88,112,75,102,80,143,7,Volt Absorb,,,Undiscovered,
808,Meltan,Steel,,300,46,65,65,55,35,34,7,Magnet Pull,,,Undiscovered,
809,Melmetal,Steel,,600,135,143,143,80,65,34,7,Iron Fist,,,Undiscovered,
810,Grookey,Grass,,310,50,65,50,40,40,65,8,Overgrow,,Grassy Surge,Grass,Field
811,Thwackey,Grass,,420,70,85,70,55,60,80,8,Overgrow,,Grassy Surge,Grass,Field
812,Rillaboom,Grass,,530,100,125,90,60,70,85,8,Overgrow,,Grassy Surge,Grass,Field
813,Scorbunny,Fire,,310,50,71,40,40,40,69,8,Blaze,,Libero,Human-Like,Field
814,Raboot,Fire,,420,65,86,60,55,60,94,8,Blaze,,Libero,Human-Like,Field
815,Cinderace,Fire,,530,80,116,75,65,75,119,8,Blaze,,Libero,Human-Like,Field
816,Sobble,Water,,310,50,40,40,70,40,70,8,Torrent,,Sniper,Water 1,Field
817,Drizzile,Water,,420,65,60,55,95,55,90,8,Torrent,,Sniper,Water 1,Field
818,Inteleon,Water,,530,70,85,65,125,65,120,8,Torrent,,Sniper,Water 1,Field
819,Skwovet,Normal,,275,70,55,55,35,35,25,8,Cheek Pouch,,Gluttony,Field,
820,Greedent,Normal,,460,120,95,95,55,75,20,8,Cheek Pouch,,Gluttony,Field,
821,Rookidee,Flying,,245,38,47,35,33,35,57,8,Keen Eye,Unnerve,Big Pecks,Flying,
822,Corvisquire,Flying,,365,68,67,55,43,55,77,8,Keen Eye,Unnerve,Big Pecks,Flying,
823,Corviknight,Flying,Steel,495,98,87,105,53,85,67,8,Pressure,Unnerve,Mirror Armor,Flying,
824,Blipbug,Bug,,180,25,20,20,25,45,45,8,Swarm,Compound Eyes,Telepathy,Bug,
825,Dottler,Bug,Psychic,335,50,35,80,50,90,30,8,Swarm,Compound Eyes,Telepathy,Bug,
826,Orbeetle,Bug,Psychic,505,60,45,110,80,120,90,8,Swarm,Frisk,Telepathy,Bug,
827,Nickit,Dark,,245,40,28,28,47,52,50,8,Run Away,Unburden,Stakeout,Field,
828,Thievul,Dark,,455,70,58,58,87,92,90,8,Run Away,Unburden,Stakeout,Field,
829,Gossifleur,Grass,,250,40,40,60,40,60,10,8,Cotton Down,Regenerator,Effect Spore,Grass,
830,Eldegoss,Grass,,460,60,50,90,80,120,60,8,Cotton Down,Regenerator,Effect Spore,Grass,
831,Wooloo,Normal,,270,42,40,55,40,45,48,8,Fluffy,Run Away,Bulletproof,Field,
832,Dubwool,Normal,,490,72,80,100,60,90,88,8,Fluffy,Steadfast,Bulletproof,Field,
833,Chewtle,Water,,284,50,64,50,38,38,44,8,Strong Jaw,Shell Armor,Swift Swim,Monster,Water 1
834,Drednaw,Water,Rock,485,90,115,90,48,68,74,8,Strong Jaw,Shell Armor,Swift Swim,Monster,Water 1
835,Yamper,Electric,,270,59,45,50,40,50,26,8,Ball Fetch,,Rattled,Field,
836,Boltund,Electric,,490,69,90,60,90,60,121,8,Strong Jaw,,Competitive,Field,
837,Rolycoly,Rock,,240,30,40,50,40,50,30,8,Steam Engine,Heatproof,Flash Fire,Mineral,
838,Carkol,Rock,Fire,410,80,60,90,60,70,50,8,Steam Engine,Flame Body,Flash Fire,Mineral,
839,Coalossal,Rock,Fire,510,110,80,120,80,90,30,8,Steam Engine,Flame Body,Flash Fire,Mineral,
840,Applin,Grass,Dragon,260,40,40,80,40,40,20,8,Ripen,Gluttony,Bulletproof,Dragon,Grass
841,Flapple,Grass,Dragon,485,70,110,80,95,60,70,8,Ripen,Gluttony,Hustle,Dragon,Grass
842,Appletun,Grass,Dragon,485,110,85,80,100,80,30,8,Ripen,Gluttony,Thick Fat,Dragon,Grass
843,Silicobra,Ground,,315,52,57,75,35,50,46,8,Sand Spit,Shed Skin,Sand Veil,Dragon,Field
844,Sandaconda,Ground,,510,72,107,125,65,70,71,8,Sand Spit,Shed Skin,Sand Veil,Dragon,Field
845,Cramorant,Flying,Water,475,70,85,55,85,95,85,8,Gulp Missile,,,Flying,Water 1
846,Arrokuda,Water,,280,41,63,40,40,30,66,8,Swift Swim,,Propeller Tail,Water 2,
847,Barraskewda,Water,,490,61,123,60,60,50,136,8,Swift Swim,,Propeller Tail,Water 2,
848,Toxel,Electric,Poison,242,40,38,35,54,35,40,8,Rattled,Static,Klutz,Undiscovered,
849,Toxtricity Low Key Form,Electric,Poison,502,75,98,70,114,70,75,8,Punk Rock,Minus,Technician,Human-Like,
849,Toxtricity Amped Form,Electric,Poison,502,75,98,70,114,70,75,8,Punk Rock,Plus,Technician,Human-Like,
850,Sizzlipede,Fire,Bug,305,50,65,45,50,50,45,8,Flash Fire,White Smoke,Flame Body,Bug,
851,Centiskorch,Fire,Bug,525,100,115,65,90,90,65,8,Flash Fire,White Smoke,Flame Body,Bug,
852,Clobbopus,Fighting,,310,50,68,60,50,50,32,8,Limber,,Technician,Human-Like,Water 1
853,Grapploct,Fighting,,480,80,118,90,70,80,42,8,Limber,,Technician,Human-Like,Water 1
854,Sinistea,Ghost,,308,40,45,45,74,54,50,8,Weak Armor,,Cursed Body,Mineral,Amorphous
855,Polteageist,Ghost,,508,60,65,65,134,114,70,8,Weak Armor,,Cursed Body,Mineral,Amorphous
856,Hatenna,Psychic,,265,42,30,45,56,53,39,8,Healer,Anticipation,Magic Bounce,Fairy,
857,Hattrem,Psychic,,370,57,40,65,86,73,49,8,Healer,Anticipation,Magic Bounce,Fairy,
858,Hatterene,Psychic,Fairy,510,57,90,95,136,103,29,8,Healer,Anticipation,Magic Bounce,Fairy,
859,Impidimp,Dark,Fairy,265,45,45,30,55,40,50,8,Prankster,Frisk,Pickpocket,Fairy,Human-Like
860,Morgrem,Dark,Fairy,370,65,60,45,75,55,70,8,Prankster,Frisk,Pickpocket,Fairy,Human-Like
861,Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60,8,Prankster,Frisk,Pickpocket,Fairy,Human-Like
862,Obstagoon,Dark,Normal,520,93,90,101,60,81,95,8,Reckless,Guts,Defiant,Field,
863,Perrserker,Steel,,440,70,110,100,50,60,50,8,Battle Armor,Tough Claws,Steely Spirit,Field,
864,Cursola,Ghost,,510,60,95,50,145,130,30,8,Weak Armor,,Perish Body,Water 3,Water 1
865,Sirfetch'd,Fighting,,507,62,135,95,68,82,65,8,Steadfast,,Scrappy,Flying,Field
866,Mr. Rime,Psychic,Ice,520,80,85,75,110,100,70,8,Tangled Feet,Screen Cleaner,Ice Body,Human-Like,
867,Runerigus,Ground,Ghost,483,58,95,145,50,105,30,8,Wandering Spirit,,,Mineral,Amorphous
868,Milcery,Fairy,,270,45,40,40,50,61,34,8,Sweet Veil,,Aroma Veil,Fairy,Amorphous
869,Alcremie,Fairy,,495,65,60,75,110,121,64,8,Sweet Veil,,Aroma Veil,Fairy,Amorphous
870,Falinks,Fighting,,470,65,100,100,70,60,75,8,Battle Armor,,Defiant,Fairy,Mineral
871,Pincurchin,Electric,,435,48,101,95,91,85,15,8,Lightning Rod,,Electric Surge,Amorphous,Water 1
872,Snom,Ice,Bug,185,30,25,35,45,30,20,8,Shield Dust,,Ice Scales,Bug,
873,Frosmoth,Ice,Bug,475,70,65,60,125,90,65,8,Shield Dust,,Ice Scales,Bug,
874,Stonjourner,Rock,,470,100,125,135,20,20,70,8,Power Spot,,,Mineral,
875,Eiscue Ice Face,Ice,,470,75,80,110,65,90,50,8,Ice Face,,,Water 1,Field
875,Eiscue Noice Face,Ice,,470,75,80,70,65,50,130,8,Ice Face,,,Water 1,Field
876,Indeedee Male,Psychic,Normal,475,60,65,55,105,95,95,8,Inner Focus,Synchronize,Psychic Surge,Fairy,
876,Indeedee Female,Psychic,Normal,475,70,55,65,95,105,85,8,Own Tempo,Synchronize,Psychic Surge,Fairy,
877,Morpeko Full Belly Mode,Electric,Dark,436,58,95,58,70,58,97,8,Hunger Switch,,,Fairy,Field
877,Morpeko Hangry Mode,Electric,Dark,436,58,95,58,70,58,97,8,Hunger Switch,,,Fairy,Field
878,Cufant,Steel,,330,72,80,49,40,49,40,8,Sheer Force,,Heavy Metal,Mineral,Field
879,Copperajah,Steel,,500,122,130,69,80,69,30,8,Sheer Force,,Heavy Metal,Mineral,Field
880,Dracozolt,Electric,Dragon,505,90,100,90,80,70,75,8,Volt Absorb,Hustle,Sand Rush,Undiscovered,
881,Arctozolt,Electric,Ice,505,90,100,90,90,80,55,8,Volt Absorb,Static,Slush Rush,Undiscovered,
882,Dracovish,Water,Dragon,505,90,90,100,70,80,75,8,Water Absorb,Strong Jaw,Sand Rush,Undiscovered,
883,Arctovish,Water,Ice,505,90,90,100,80,90,55,8,Water Absorb,Ice Body,Slush Rush,Undiscovered,
884,Duraludon,Steel,Dragon,535,70,95,115,120,50,85,8,Light Metal,Heavy Metal,Stalwart,Dragon,Mineral
885,Dreepy,Dragon,Ghost,270,28,60,30,40,30,82,8,Clear Body,Infiltrator,Cursed Body,Dragon,Amorphous
886,Drakloak,Dragon,Ghost,410,68,80,50,60,50,102,8,Clear Body,Infiltrator,Cursed Body,Dragon,Amorphous
887,Dragapult,Dragon,Ghost,600,88,120,75,100,75,142,8,Clear Body,Infiltrator,Cursed Body,Dragon,Amorphous
888,Zacian Crowned Sword,Fairy,Steel,720,92,170,115,80,115,148,8,Intrepid Sword,,,Undiscovered,
888,Zacian Hero of Many Battles,Fairy,,670,92,130,115,80,115,138,8,Intrepid Sword,,,Undiscovered,
889,Zamazenta Crowned Shield,Fighting,Steel,720,92,130,145,80,145,128,8,Dauntless Shield,,,Undiscovered,
889,Zamazenta Hero of Many Battles,Fighting,,670,92,130,115,80,115,138,8,Dauntless Shield,,,Undiscovered,
890,Eternatus,Poison,Dragon,690,140,85,95,145,95,130,8,Pressure,,,Undiscovered,
890,Eternatus Eternamax,Poison,Dragon,1125,255,115,250,125,250,130,8,Pressure,,,Undiscovered,
891,Kubfu,Fighting,,385,60,90,60,53,50,72,8,Inner Focus,,,Undiscovered,
892,Urshifu Single Strike Style,Fighting,Dark,550,100,130,100,63,60,97,8,Unseen Fist,,,Undiscovered,
892,Urshifu Rapid Strike Style,Fighting,Water,550,100,130,100,63,60,97,8,Unseen Fist,,,Undiscovered,
893,Zarude,Dark,Grass,600,105,120,105,70,95,105,8,Leaf Guard,,,Undiscovered,
